pokedex_number;name;generation;type1;type2;color;evolving_stade;hp;atk;def;sp_atk;sp_def;spd;base_stats;is_legendary;capt_rate;exp_growth;egg_steps;height;weight;base_happiness;classif;percentage_male;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water
351;Castform;3;normal;;White;3;70;70;70;70;70;70;420;0;45;1000000;6400;0.30;0.8;70;Weather Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
352;Kecleon;3;normal;;Green;3;60;90;70;60;120;40;440;0;200;1059860;5120;0.99;22.0;70;Color Swap Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
353;Shuppet;3;ghost;;Black;1;44;75;35;63;33;45;295;0;225;800000;6400;0.61;2.3;35;Puppet Pokémon;50;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1
354;Banette;3;ghost;;Black;3;64;165;75;93;83;75;555;0;45;800000;6400;1.09;12.5;35;Marionette Pokémon;50;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1
355;Duskull;3;ghost;;Black;1;20;40;90;30;90;25;295;0;190;800000;6400;0.79;15.0;35;Requiem Pokémon;50;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1
356;Dusclops;3;ghost;;Black;2;40;70;130;60;130;25;455;0;90;800000;6400;1.60;30.6;35;Beckon Pokémon;50;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1
357;Tropius;3;grass;flying;Green;3;99;68;83;72;87;51;460;0;200;1250000;6400;2.01;100.0;70;Fruit Pokémon;50;1;1;1;1;1;0.5;2;2;1;0.25;0;4;1;2;1;2;1;0.5
358;Chimecho;3;psychic;;Blue;3;75;50;80;95;90;65;455;0;45;800000;6400;0.61;1.0;70;Wind Chime Pokémon;50;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
359;Absol;3;dark;;White;3;65;150;60;115;60;115;565;0;30;1059860;6400;1.19;47.0;35;Disaster Pokémon;50;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1
360;Wynaut;3;psychic;;Blue;0;95;23;48;23;48;23;260;0;125;1000000;5120;0.61;14.0;70;Bright Pokémon;50;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
361;Snorunt;3;ice;;Grey;1;50;50;50;50;50;50;300;0;190;1000000;5120;0.71;16.8;70;Snow Hat Pokémon;50;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1
362;Glalie;3;ice;;Grey;3;80;120;80;120;80;100;580;0;75;1000000;5120;1.50;256.5;70;Face Pokémon;50;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1
363;Spheal;3;ice;water;Blue;1;70;40;50;55;50;25;290;0;255;1059860;5120;0.79;39.5;70;Clap Pokémon;50;1;1;1;2;1;2;1;1;1;2;1;0.25;1;1;1;2;1;0.5
364;Sealeo;3;ice;water;Blue;2;90;60;70;75;70;45;410;0;120;1059860;5120;1.09;87.6;70;Ball Roll Pokémon;50;1;1;1;2;1;2;1;1;1;2;1;0.25;1;1;1;2;1;0.5
365;Walrein;3;ice;water;Blue;3;110;80;90;95;90;65;530;0;45;1059860;5120;1.40;150.6;70;Ice Break Pokémon;50;1;1;1;2;1;2;1;1;1;2;1;0.25;1;1;1;2;1;0.5
366;Clamperl;3;water;;Blue;1;35;64;85;74;55;32;345;0;255;600000;5120;0.41;52.5;70;Bivalve Pokémon;50;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
367;Huntail;3;water;;Blue;3;55;104;105;94;75;52;485;0;60;600000;5120;1.70;27.0;70;Deep Sea Pokémon;50;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
368;Gorebyss;3;water;;Pink;3;55;84;105;114;75;52;485;0;60;600000;5120;1.80;22.6;70;South Sea Pokémon;50;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
369;Relicanth;3;water;rock;Grey;3;100;90;130;45;65;55;485;0;25;1250000;10240;0.99;23.4;70;Longevity Pokémon;88.1;1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1
370;Luvdisc;3;water;;Pink;3;43;30;55;40;65;97;330;0;225;800000;5120;0.61;8.7;70;Rendezvous Pokémon;24.6;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
371;Bagon;3;dragon;;Blue;1;45;75;60;40;30;50;300;0;45;1250000;10240;0.61;42.1;35;Rock Head Pokémon;50;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5
372;Shelgon;3;dragon;;White;2;65;95;100;60;50;50;420;0;45;1250000;10240;1.09;110.5;35;Endurance Pokémon;50;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5
373;Salamence;3;dragon;flying;Blue;3;95;145;130;120;90;120;700;0;45;1250000;10240;1.50;102.6;35;Dragon Pokémon;50;0.5;1;2;1;2;0.5;0.5;1;1;0.25;0;4;1;1;1;2;1;0.5
374;Beldum;3;steel;psychic;Blue;1;40;55;80;35;60;30;300;0;3;1250000;10240;0.61;95.2;35;Iron Ball Pokémon;;1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1
375;Metang;3;steel;psychic;Blue;2;60;75;100;55;80;50;420;0;3;1250000;10240;1.19;202.5;35;Iron Claw Pokémon;;1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1
376;Metagross;3;steel;psychic;Blue;3;80;145;150;105;110;110;700;0;3;1250000;10240;1.60;550.0;35;Iron Leg Pokémon;;1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1
377;Regirock;3;rock;;Brown;3;80;100;200;50;100;50;580;1;3;1250000;20480;1.70;230.0;35;Rock Peak Pokémon;;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2
378;Regice;3;ice;;Blue;3;80;50;100;100;200;50;580;1;3;1250000;20480;1.80;175.0;35;Iceberg Pokémon;;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1
379;Registeel;3;steel;;Grey;3;80;75;150;75;150;50;580;1;3;1250000;20480;1.91;205.0;35;Iron Pokémon;;0.5;1;0.5;1;0.5;2;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;0.5;1
380;Latias;3;dragon;psychic;Red;3;80;100;120;140;150;110;700;1;3;1250000;30720;1.40;40.0;90;Eon Pokémon;0;2;2;2;0.5;2;0.5;0.5;1;2;0.5;1;2;1;1;0.5;1;1;0.5
381;Latios;3;dragon;psychic;Blue;3;80;130;100;160;120;110;700;1;3;1250000;30720;2.01;60.0;90;Eon Pokémon;100;2;2;2;0.5;2;0.5;0.5;1;2;0.5;1;2;1;1;0.5;1;1;0.5
382;Kyogre;3;water;;Blue;3;100;150;90;180;160;90;770;1;3;1250000;30720;4.50;352.0;0;Sea Basin Pokémon;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
383;Groudon;3;ground;;Red;3;100;180;160;150;90;90;770;1;3;1250000;30720;3.51;950.0;0;Continent Pokémon;;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2
384;Rayquaza;3;dragon;flying;Green;3;105;180;100;180;100;115;780;1;45;1250000;30720;7.01;206.5;0;Sky High Pokémon;;0.5;1;2;1;2;0.5;0.5;1;1;0.25;0;4;1;1;1;2;1;0.5
385;Jirachi;3;steel;psychic;Yellow;3;100;100;100;100;100;100;600;1;3;1250000;30720;0.30;1.1;100;Wish Pokémon;;1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1
386;Deoxys;3;psychic;;Red;3;50;95;90;95;90;180;600;1;3;1250000;30720;1.70;60.8;0;DNA Pokémon;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
387;Turtwig;4;grass;;Green;1;55;68;64;45;55;31;318;0;45;1059860;5120;0.41;10.2;70;Tiny Leaf Pokémon;88.1;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
388;Grotle;4;grass;;Green;2;75;89;85;55;65;36;405;0;45;1059860;5120;1.09;97.0;70;Grove Pokémon;88.1;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
389;Torterra;4;grass;ground;Green;3;95;109;105;75;85;56;525;0;45;1059860;5120;2.21;310.0;70;Continent Pokémon;88.1;2;1;1;0;1;1;2;2;1;1;0.5;4;1;1;1;0.5;1;1
390;Chimchar;4;fire;;Brown;1;44;58;44;58;44;61;309;0;45;1059860;5120;0.51;6.2;70;Chimp Pokémon;88.1;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2
391;Monferno;4;fire;fighting;Brown;2;64;78;52;78;52;81;405;0;45;1059860;5120;0.89;22.0;70;Playful Pokémon;88.1;0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2
392;Infernape;4;fire;fighting;Brown;3;76;104;71;104;71;108;534;0;45;1059860;5120;1.19;55.0;70;Flame Pokémon;88.1;0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2
393;Piplup;4;water;;Blue;1;53;51;53;61;56;40;314;0;45;1059860;5120;0.41;5.2;70;Penguin Pokémon;88.1;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
394;Prinplup;4;water;;Blue;2;64;66;68;81;76;50;405;0;45;1059860;5120;0.79;23.0;70;Penguin Pokémon;88.1;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
395;Empoleon;4;water;steel;Blue;3;84;86;88;111;101;60;530;0;45;1059860;5120;1.70;84.5;70;Emperor Pokémon;88.1;0.5;1;0.5;2;0.5;2;1;0.5;1;1;2;0.25;0.5;0;0.5;0.5;0.25;0.5
396;Starly;4;normal;flying;Brown;1;40;55;30;30;30;60;245;0;255;1059860;3840;0.30;2.0;70;Starling Pokémon;50;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1
397;Staravia;4;normal;flying;Brown;2;55;75;50;40;40;80;340;0;120;1059860;3840;0.61;15.5;70;Starling Pokémon;50;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1
398;Staraptor;4;normal;flying;Brown;3;85;120;70;50;60;100;485;0;45;1059860;3840;1.19;24.9;70;Predator Pokémon;50;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1
399;Bidoof;4;normal;;Brown;1;59;45;40;35;40;31;250;0;255;1000000;3840;0.51;20.0;70;Plump Mouse Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
400;Bibarel;4;normal;water;Brown;3;79;85;60;55;60;71;410;0;127;1000000;3840;0.99;31.5;70;Beaver Pokémon;50;1;1;1;2;1;2;0.5;1;0;2;1;0.5;1;1;1;1;0.5;0.5
401;Kricketot;4;bug;;Red;1;37;25;41;25;41;25;194;0;255;1059860;3840;0.30;2.2;70;Cricket Pokémon;50;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1
402;Kricketune;4;bug;;Red;3;77;85;51;55;51;65;384;0;45;1059860;3840;0.99;25.5;70;Cricket Pokémon;50;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1
403;Shinx;4;electric;;Blue;1;45;65;34;40;34;45;263;0;235;1059860;5120;0.51;9.5;70;Flash Pokémon;50;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1
404;Luxio;4;electric;;Blue;2;60;85;49;60;49;60;363;0;120;1059860;5120;0.89;30.5;100;Spark Pokémon;50;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1
405;Luxray;4;electric;;Blue;3;80;120;79;95;79;70;523;0;45;1059860;5120;1.40;42.0;70;Gleam Eyes Pokémon;50;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1
406;Budew;4;grass;poison;Green;0;40;30;35;50;70;55;280;0;255;1059860;5120;0.20;1.2;70;Bud Pokémon;50;1;1;1;0.5;0.5;0.5;2;2;1;0.25;1;2;1;1;2;1;1;0.5
407;Roserade;4;grass;poison;Green;3;60;70;65;125;105;90;515;0;75;1059860;5120;0.89;14.5;70;Bouquet Pokémon;50;1;1;1;0.5;0.5;0.5;2;2;1;0.25;1;2;1;1;2;1;1;0.5
408;Cranidos;4;rock;;Blue;1;67;125;40;30;30;58;350;0;45;600000;7680;0.89;31.5;70;Head Butt Pokémon;88.1;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2
409;Rampardos;4;rock;;Blue;3;97;165;60;65;50;58;495;0;45;600000;7680;1.60;102.5;70;Head Butt Pokémon;88.1;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2
410;Shieldon;4;rock;steel;Grey;1;30;42;118;42;88;30;350;0;45;600000;7680;0.51;57.0;70;Shield Pokémon;88.1;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2
411;Bastiodon;4;rock;steel;Grey;3;60;52;168;47;138;30;495;0;45;600000;7680;1.30;149.5;70;Shield Pokémon;88.1;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2
412;Burmy;4;bug;;Grey;1;40;29;45;29;45;36;224;0;120;1000000;3840;0.20;3.4;70;Bagworm Pokémon;50;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1
413;Wormadam;4;bug;grass;Grey;3;60;69;95;69;95;36;424;0;45;1000000;3840;0.51;6.5;70;Bagworm Pokémon;0;2;1;1;0.5;1;0.5;4;4;1;0.25;0.25;2;1;2;1;2;1;0.5
414;Mothim;4;bug;flying;Yellow;3;70;94;50;94;50;66;424;0;45;1000000;3840;0.89;23.3;70;Moth Pokémon;100;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1
415;Combee;4;bug;flying;Yellow;1;30;30;42;30;42;70;244;0;120;1059860;3840;0.30;5.5;70;Tiny Bee Pokémon;88.1;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1
416;Vespiquen;4;bug;flying;Yellow;3;70;80;102;80;102;40;474;0;45;1059860;3840;1.19;38.5;70;Beehive Pokémon;0;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1
417;Pachirisu;4;electric;;White;3;60;45;70;45;90;95;405;0;200;1000000;2560;0.41;3.9;100;EleSquirrel Pokémon;50;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1
418;Buizel;4;water;;Brown;1;55;65;35;60;30;85;330;0;190;1000000;5120;0.71;29.5;70;Sea Weasel Pokémon;50;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
419;Floatzel;4;water;;Brown;3;85;105;55;85;50;115;495;0;75;1000000;5120;1.09;33.5;70;Sea Weasel Pokémon;50;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
420;Cherubi;4;grass;;Pink;1;45;35;45;62;53;35;275;0;190;1000000;5120;0.41;3.3;70;Cherry Pokémon;50;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
421;Cherrim;4;grass;;Pink;3;70;60;70;87;78;85;450;0;75;1000000;5120;0.51;9.3;70;Blossom Pokémon;50;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
422;Shellos;4;water;;Purple;1;76;48;48;57;62;34;325;0;190;1000000;5120;0.30;6.3;70;Sea Slug Pokémon;50;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
423;Gastrodon;4;water;ground;Purple;3;111;83;68;92;82;39;475;0;75;1000000;5120;0.89;29.9;70;Sea Slug Pokémon;50;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1
424;Ambipom;4;normal;;Purple;3;75;100;66;60;66;115;482;0;45;800000;5120;1.19;20.3;100;Long Tail Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
425;Drifloon;4;ghost;flying;Purple;1;90;50;34;60;44;70;348;0;125;1640000;7680;0.41;1.2;70;Balloon Pokémon;50;0.25;2;1;2;1;0;1;1;2;0.5;0;2;0;0.5;1;2;1;1
426;Drifblim;4;ghost;flying;Purple;3;150;80;44;90;54;80;498;0;60;1640000;7680;1.19;15.0;70;Blimp Pokémon;50;0.25;2;1;2;1;0;1;1;2;0.5;0;2;0;0.5;1;2;1;1
427;Buneary;4;normal;;Brown;1;55;66;44;44;56;85;350;0;190;1000000;5120;0.41;5.5;0;Rabbit Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
428;Lopunny;4;normal;;Brown;3;65;136;94;54;96;135;580;0;60;1000000;5120;1.19;33.3;140;Rabbit Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
429;Mismagius;4;ghost;;Purple;3;60;60;60;105;105;105;495;0;45;800000;6400;0.89;4.4;35;Magical Pokémon;50;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1
430;Honchkrow;4;dark;flying;Black;3;100;125;52;105;52;71;505;0;30;1059860;5120;0.89;27.3;35;Big Boss Pokémon;50;1;0.5;1;2;2;1;1;1;0.5;0.5;0;2;1;1;0;2;1;1
431;Glameow;4;normal;;Grey;1;49;55;42;42;37;85;310;0;190;800000;5120;0.51;3.9;70;Catty Pokémon;24.6;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
432;Purugly;4;normal;;Grey;3;71;82;64;64;59;112;452;0;75;800000;5120;0.99;43.8;70;Tiger Cat Pokémon;24.6;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
433;Chingling;4;psychic;;Yellow;0;45;30;50;65;50;45;285;0;120;800000;6400;0.20;0.6;70;Bell Pokémon;50;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
434;Stunky;4;poison;dark;Purple;1;63;63;47;41;41;74;329;0;225;1000000;5120;0.41;19.2;70;Skunk Pokémon;50;1;0.5;1;1;1;1;1;1;0.5;0.5;2;1;1;0.5;0;1;1;1
435;Skuntank;4;poison;dark;Purple;3;103;93;67;71;61;84;479;0;60;1000000;5120;0.99;38.0;70;Skunk Pokémon;50;1;0.5;1;1;1;1;1;1;0.5;0.5;2;1;1;0.5;0;1;1;1
436;Bronzor;4;steel;psychic;Green;1;57;24;86;24;86;23;300;0;255;1000000;5120;0.51;60.5;70;Bronze Pokémon;;1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1
437;Bronzong;4;steel;psychic;Green;3;67;89;116;79;116;33;500;0;90;1000000;5120;1.30;187.0;70;Bronze Bell Pokémon;;1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1
438;Bonsly;4;rock;;Brown;0;50;80;95;10;45;10;290;0;255;1000000;5120;0.51;15.0;70;Bonsai Pokémon;50;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2
439;Mime Jr.;4;psychic;fairy;Pink;0;20;25;45;70;90;60;310;0;145;1000000;6400;0.61;13.0;70;Mime Pokémon;50;1;1;0;1;1;0.25;1;1;2;1;1;1;1;2;0.5;1;2;1
440;Happiny;4;normal;;Pink;0;100;5;5;15;65;30;220;0;130;800000;10240;0.61;24.4;140;Playhouse Pokémon;0;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
441;Chatot;4;normal;flying;Black;3;76;65;45;92;42;91;411;0;30;1059860;5120;0.51;1.9;35;Music Note Pokémon;50;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1
442;Spiritomb;4;ghost;dark;Purple;3;50;92;108;92;108;35;485;0;100;1000000;7680;0.99;108.0;70;Forbidden Pokémon;50;1;1;1;1;2;0;1;1;1;1;1;1;0;0.5;0;1;1;1
443;Gible;4;dragon;ground;Blue;1;58;70;45;40;45;42;300;0;45;1250000;10240;0.71;20.5;70;Land Shark Pokémon;50;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1
444;Gabite;4;dragon;ground;Blue;2;68;90;65;50;55;82;410;0;45;1250000;10240;1.40;56.0;70;Cave Pokémon;50;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1
445;Garchomp;4;dragon;ground;Blue;3;108;170;115;120;95;92;700;0;45;1250000;10240;1.91;95.0;70;Mach Pokémon;50;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1
446;Munchlax;4;normal;;Black;0;135;85;40;40;85;5;390;0;50;1250000;10240;0.61;105.0;70;Big Eater Pokémon;88.1;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
447;Riolu;4;fighting;;Blue;0;40;70;40;35;40;60;285;0;75;1059860;6400;0.71;20.2;70;Emanation Pokémon;88.1;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1
448;Lucario;4;fighting;steel;Blue;3;70;145;88;140;70;112;625;0;45;1059860;6400;1.19;54.0;70;Aura Pokémon;88.1;0.25;0.5;0.5;1;1;2;2;1;1;0.5;2;0.5;0.5;0;1;0.25;0.5;1
449;Hippopotas;4;ground;;Brown;1;68;72;78;38;42;32;330;0;140;1250000;7680;0.79;49.5;70;Hippo Pokémon;50;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2
450;Hippowdon;4;ground;;Brown;3;108;112;118;68;72;47;525;0;60;1250000;7680;2.01;300.0;70;Heavyweight Pokémon;50;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2
451;Skorupi;4;poison;bug;Purple;1;40;50;90;30;55;65;330;0;120;1250000;5120;0.79;12.0;70;Scorpion Pokémon;50;0.5;1;1;1;0.5;0.25;2;2;1;0.25;1;1;1;0.5;2;2;1;1
452;Drapion;4;poison;dark;Purple;3;70;90;110;60;75;95;500;0;45;1250000;5120;1.30;61.5;70;Ogre Scorp Pokémon;50;1;0.5;1;1;1;1;1;1;0.5;0.5;2;1;1;0.5;0;1;1;1
453;Croagunk;4;poison;fighting;Blue;1;48;61;40;61;40;50;300;0;140;1000000;2560;0.71;23.0;100;Toxic Mouth Pokémon;50;0.25;0.5;1;1;1;0.5;1;2;1;0.5;2;1;1;0.5;4;0.5;1;1
454;Toxicroak;4;poison;fighting;Blue;3;83;106;65;86;65;85;490;0;75;1000000;5120;1.30;44.4;70;Toxic Mouth Pokémon;50;0.25;0.5;1;1;1;0.5;1;2;1;0.5;2;1;1;0.5;4;0.5;1;1
455;Carnivine;4;grass;;Green;3;74;100;72;90;72;46;454;0;200;1250000;6400;1.40;27.0;70;Bug Catcher Pokémon;50;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
456;Finneon;4;water;;Blue;1;49;49;56;49;61;66;330;0;190;600000;5120;0.41;7.0;70;Wing Fish Pokémon;50;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
457;Lumineon;4;water;;Blue;3;69;69;76;69;86;91;460;0;75;600000;5120;1.19;24.0;70;Neon Pokémon;50;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
458;Mantyke;4;water;flying;Blue;0;45;20;50;60;120;50;345;0;25;1250000;6400;0.99;65.0;70;Kite Pokémon;50;0.5;1;1;4;1;0.5;0.5;1;1;1;0;1;1;1;1;2;0.5;0.5
459;Snover;4;grass;ice;White;1;60;62;50;62;60;40;334;0;120;1250000;5120;0.99;50.5;70;Frosted Tree Pokémon;50;2;1;1;0.5;1;2;4;2;1;0.5;0.5;1;1;2;1;2;2;0.5
460;Abomasnow;4;grass;ice;White;3;90;132;105;132;105;30;594;0;60;1250000;5120;2.21;135.5;70;Frosted Tree Pokémon;50;2;1;1;0.5;1;2;4;2;1;0.5;0.5;1;1;2;1;2;2;0.5
461;Weavile;4;dark;ice;Black;3;70;120;65;45;85;125;510;0;45;1059860;5120;1.09;34.0;35;Sharp Claw Pokémon;50;2;0.5;1;1;2;4;2;1;0.5;1;1;0.5;1;1;0;2;2;1
462;Magnezone;4;electric;steel;Grey;3;70;70;115;130;90;60;535;0;30;1000000;5120;1.19;180.0;70;Magnet Area Pokémon;;0.5;1;0.5;0.5;0.5;2;2;0.25;1;0.5;4;0.5;0.5;0;0.5;0.5;0.25;1
463;Lickilicky;4;normal;;Pink;3;110;85;95;80;95;50;515;0;30;1000000;5120;1.70;140.0;70;Licking Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
464;Rhyperior;4;ground;rock;Grey;3;115;140;130;55;55;40;535;0;30;1250000;5120;2.39;282.8;70;Drill Pokémon;50;1;1;1;0;1;2;0.5;0.5;1;4;2;2;0.5;0.25;1;0.5;2;4
465;Tangrowth;4;grass;;Blue;3;100;100;125;110;50;50;535;0;30;1000000;5120;2.01;128.6;70;Vine Pokémon;50;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
466;Electivire;4;electric;;Yellow;3;75;123;67;95;85;95;540;0;30;1000000;6400;1.80;138.6;70;Thunderbolt Pokémon;75.4;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1
467;Magmortar;4;fire;;Red;3;75;95;67;125;95;83;540;0;30;1000000;6400;1.60;68.0;70;Blast Pokémon;75.4;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2
468;Togekiss;4;fairy;flying;White;3;85;50;95;120;115;80;545;0;30;800000;2560;1.50;38.0;70;Jubilee Pokémon;88.1;0.25;0.5;0;2;1;0.25;1;1;1;0.5;0;2;1;2;1;2;2;1
469;Yanmega;4;bug;flying;Green;3;86;76;86;116;56;95;515;0;30;1000000;5120;1.91;51.5;70;Ogre Darner Pokémon;50;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1
470;Leafeon;4;grass;;Green;3;65;110;130;60;65;95;525;0;45;1000000;8960;0.99;25.5;35;Verdant Pokémon;88.1;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
471;Glaceon;4;ice;;Blue;3;65;60;110;130;95;65;525;0;45;1000000;8960;0.79;25.9;35;Fresh Snow Pokémon;88.1;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1
472;Gliscor;4;ground;flying;Purple;3;75;95;125;45;75;95;510;0;30;1059860;5120;2.01;42.5;70;Fang Scorp Pokémon;50;0.5;1;1;0;1;0.5;1;1;1;1;0;4;1;0.5;1;1;1;2
473;Mamoswine;4;ice;ground;Brown;3;110;130;80;70;60;80;530;0;50;1250000;5120;2.49;291.0;70;Twin Tusk Pokémon;50;1;1;1;0;1;2;2;1;1;2;1;1;1;0.5;1;1;2;2
